DHR;244.59;true;19;275.0;315.32;323.0;350.0;true;1.8;0.87;true;28.81;1.0;2022-09-29;1.2;1.78
DIS;102.04;false;0;0.0;0.0;0.0;0.0;true;2.0;1.23;true;58.98;0.0;2019-12-13;0.87;1.02
DISH;14.1;true;16;18.0;36.31;35.0;60.0;true;2.2;1.83;true;4.3;0.0;2012-12-12;0.5;0.63
DLR;96.86;true;18;90.0;134.11;131.0;190.0;true;2.1;0.45;true;21.15;4.88;2022-09-14;0.56;0.56
DLTR;143.61;true;21;110.0;165.43;170.0;195.0;true;2.3;0.69;true;20.03;0.0;;0.16;1.46
DOV;124.85;true;13;122.0;143.62;143.0;165.0;true;2.2;1.33;true;15.51;2.02;2022-08-30;0.62;1.17
DOW;46.87;true;23;39.0;50.65;50.0;70.0;true;2.9;1.34;true;6.06;2.8;2022-11-29;0.7;1.61
DPZ;321.56;true;26;315.0;379.46;374.0;450.0;true;2.5;0.69;true;26.04;4.4;2022-12-14;0.62;1.43
DRI;133.32;true;26;125.0;141.92;141.5;156.0;true;2.0;1.21;true;18.52;4.84;2022-10-06;0.23;0.52
DTE;107.45;true;16;115.0;130.91;133.5;146.0;true;2.2;0.64;true;26.4;3.54;2022-09-16;0.32;0.59
DUK;88.46;true;17;94.0;106.71;108.0;120.0;true;2.5;0.41;true;17.91;4.02;2022-08-11;0.28;0.7
DVA;89.99;true;8;90.0;100.38;99.5;117.0;true;3.0;1.09;true;11.11;0.0;;1.3;1.41
DVN;74.29;true;28;57.9;80.35;80.5;109.0;true;2.2;2.43;true;9.42;6.2;2022-09-09;1.38;1.55
DXC;28.97;true;12;27.0;33.99;33.0;48.0;true;2.7;1.94;true;13.05;0.0;2020-03-24;0.94;1.09
DXCM;95.68;true;16;85.0;105.63;105.0;125.0;true;1.6;1.04;true;227.81;0.0;;4.11;4.72
EA;124.99;true;30;125.0;150.58;153.5;188.0;true;2.0;0.84;true;39.55;0.76;2022-08-30;1.06;1.24
EBAY;38.41;true;26;37.0;50.78;50.45;66.0;true;2.7;1.26;true;2.08;0.88;2022-08-31;1.02;1.28
ECL;145.91;true;20;154.0;175.3;176.5;190.0;true;2.5;1.03;true;38.1;2.04;2022-09-19;0.78;1.29
ED;84.87;true;16;68.0;83.69;85.5;94.0;true;3.4;0.31;true;18.61;3.16;2022-08-16;0.65;0.88
EFX;152.02;true;17;150.0;194.94;195.0;231.0;true;2.3;1.49;true;25.09;1.56;2022-09-02;0.54;0.64
EIX;55.64;true;15;49.0;70.67;74.0;82.0;true;2.4;0.74;true;41.83;2.8;2022-09-29;0.3;0.61
EL;201.8;true;24;229.0;294.08;284.5;377.0;true;2.0;1.03;true;30.81;2.4;2022-08-30;0.96;1.6
ELV;511.04;true;21;485.0;560.86;571.0;610.0;true;1.8;0.88;true;19.88;5.12;2022-12-02;1.21;1.35
EMN;74.31;true;23;78.0;98.09;98.0;130.0;true;2.5;1.49;true;8.13;3.04;2022-09-14;0.67;1.27
EMR;83.16;true;22;79.0;98.73;98.0;120.0;true;2.2;1.4;true;15.75;2.06;2022-08-11;0.72;1.06
ENPH;252.0;true;27;194.0;285.89;292.0;363.0;true;2.1;1.47;true;169.13;0.0;;3.31;3.62
EOG;135.0;true;28;125.0;149.02;149.0;177.0;true;1.9;1.5;true;13.85;3.0;2022-10-14;1.18;1.41
EPAM;331.39;true;15;406.0;471.4;475.0;535.0;true;1.7;1.68;true;54.78;0.0;;3.33;3.45
EQIX;534.6;true;22;571.0;736.95;710.5;1000.0;true;2.0;0.55;true;76.15;12.4;2022-08-16;1.68;2.05
EQR;64.21;true;21;62.0;79.14;79.0;95.0;true;2.6;0.84;true;20.0;2.5;2022-09-23;0.11;0.23
EQT;37.88;true;20;50.0;63.85;60.0;102.0;true;1.9;1.17;true;0.0;0.6;2022-08-08;0.29;0.57
ES;72.59;true;16;75.0;88.56;90.5;98.0;true;2.4;0.51;true;18.9;2.55;2022-09-23;0.36;0.77
ESS;227.78;true;22;237.0;295.59;298.5;351.0;true;2.4;0.81;true;38.48;8.8;2022-09-29;0.16;0.66
ETN;139.33;true;19;124.0;159.16;160.0;186.0;true;2.0;1.14;true;24.19;3.24;2022-08-11;0.52;0.97
ETR;102.29;true;17;96.0;125.18;129.0;144.0;true;2.1;0.61;true;16.94;4.04;2022-08-10;0.39;0.87
ETSY;100.91;true;23;51.0;117.87;118.0;186.0;true;2.3;1.81;true;33.3;0.0;;2.28;2.93
EVRG;58.16;true;9;61.0;68.0;67.0;77.0;true;2.4;0.54;true;16.34;2.29;2022-08-18;0.11;0.5
EW;84.81;true;20;91.0;112.9;114.0;130.0;true;2.0;1.14;true;36.24;0.0;;2.27;3.37
EXC;36.72;true;16;39.0;45.69;46.0;55.0;true;2.2;0.63;true;20.07;1.35;2022-08-12;0.5;0.91
EXPD;92.95;true;14;80.0;102.14;99.0;130.0;true;3.1;0.91;true;10.26;1.34;2022-05-31;1.6;1.86
EXPE;97.27;true;26;100.0;142.54;131.0;216.0;true;2.4;1.56;true;38.75;0.0;2020-03-09;0.57;0.85
EXR;165.96;true;13;153.0;209.92;220.0;248.0;true;2.3;0.55;true;24.99;6.0;2022-09-14;0.92;2.59
F;12.19;true;19;10.0;15.01;13.0;28.0;true;2.7;1.38;true;4.22;0.6;2022-08-10;0.95;1.16
FANG;152.32;true;30;143.0;174.8;172.5;230.0;true;2.0;2.0;true;6.87;12.2;2022-08-15;0.66;0.73
FAST;46.09;true;7;43.0;47.57;48.0;55.0;true;3.0;1.18;true;24.78;1.24;2022-10-26;1.67;3.98
FBHS;55.12;true;14;60.0;79.36;74.5;113.0;true;2.4;1.55;true;9.97;1.12;2022-11-23;0.94;2.12
FCX;32.03;true;20;23.0;36.73;34.0;55.0;true;2.4;1.95;true;9.71;0.6;2022-10-13;1.65;2.56
FDS;407.09;true;11;335.0;429.09;427.0;500.0;true;3.0;0.78;true;39.72;3.56;2022-08-30;1.69;1.99
FDX;153.23;true;27;125.0;193.7;190.0;258.0;true;2.3;1.32;true;11.29;4.6;2022-09-01;1.3;1.42
FE;36.41;true;15;39.0;42.7;43.0;48.0;true;2.5;0.45;true;15.3;1.56;2022-11-04;0.55;0.75
FFIV;147.62;true;16;155.0;188.74;172.45;303.0;true;2.7;1.14;true;25.58;0.0;;0.83;0.95
FIS;77.83;true;32;80.0;110.63;111.5;160.0;true;1.9;0.85;true;56.81;1.88;2022-12-08;0.37;0.69
FISV;96.74;true;34;95.0;123.26;124.5;152.0;true;2.1;0.87;true;30.81;0.0;;0.32;1.05
FITB;33.02;true;19;35.0;40.3;39.0;48.0;true;2.0;1.23;true;10.19;1.32;2022-09-29;0.0;0.0
FLT;170.47;true;14;196.0;255.79;255.5;345.0;true;2.3;1.24;true;14.09;0.0;;0.85;1.06
FMC;117.2;true;17;105.0;132.94;133.0;150.0;true;2.3;0.8;true;19.57;2.12;2022-09-29;0.88;1.38
FOX;27.61;true;1;51.5;51.5;51.5;51.5;false;0.0;0.89;true;13.09;0.5;2022-08-30;3.19;3.61
FOXA;29.43;true;19;27.0;39.55;40.0;46.0;true;2.4;0.89;true;13.95;0.5;2022-08-30;3.19;3.61
FRC;112.35;true;22;109.0;140.86;140.0;200.0;true;2.2;1.14;true;13.85;1.08;2022-10-26;0.0;0.0
FRT;92.27;true;18;96.0;116.08;118.0;140.0;true;2.3;1.14;true;26.51;4.32;2022-09-21;1.16;1.87
FTNT;53.75;true;31;58.2;70.45;70.0;85.0;true;1.8;1.14;true;63.24;0.0;;1.01;1.12
FTV;61.45;true;18;60.0;72.96;72.5;85.0;true;2.1;1.16;true;33.76;0.28;2022-08-30;0.62;0.94
GD;242.6;true;18;212.0;261.67;262.5;314.0;true;2.1;0.85;true;20.56;5.04;2022-10-06;0.9;1.4
GE;72.82;true;17;72.0;84.82;83.0;105.0;true;2.0;1.14;true;0.0;0.32;2022-09-26;0.7;1.13
GILD;67.79;true;24;60.0;71.78;72.0;90.0;true;2.5;0.33;true;20.73;2.92;2022-09-14;1.11;1.43
GIS;77.04;true;17;63.0;77.65;78.0;88.0;true;3.1;0.31;true;16.22;2.16;2022-10-06;0.27;0.6
GL;113.5;true;9;100.0;116.89;114.0;138.0;true;2.5;0.8;true;16.15;0.83;2022-10-06;0.41;0.55
GLW;32.19;true;13;36.0;38.56;37.0;45.0;true;2.1;1.03;true;13.76;1.08;2022-11-17;0.62;1.42
GM;35.0;true;22;29.0;47.7;45.0;90.0;true;2.1;1.26;true;6.65;0.36;2022-08-30;0.85;1.15
GNRC;109.48;true;20;75.0;230.9;207.5;485.0;true;1.9;1.38;true;14.26;0.0;2013-06-10;0.99;2.12
GOOG;101.48;true;10;120.0;147.75;150.0;164.5;true;1.5;1.1;true;18.69;0.0;;2.64;2.81
GOOGL;101.13;true;43;100.0;140.68;140.0;187.5;true;1.8;1.1;true;18.62;0.0;;2.64;2.81
GPC;162.35;true;9;124.0;154.67;153.0;170.0;true;2.8;0.96;true;19.51;3.58;2022-09-01;0.38;1.18
GPN;114.25;true;28;115.0;158.29;152.5;240.0;true;1.9;1.04;true;368.55;1.0;2022-09-15;0.49;0.87
GRMN;82.77;false;0;0.0;0.0;0.0;0.0;false;0.0;0.98;true;15.74;2.92;2022-12-14;1.43;2.54
GS;325.1;true;25;290.0;384.3;370.0;477.0;true;2.3;0.0;true;8.65;10.0;2022-11-30;1.8;2.47
GWW;519.68;true;10;420.0;573.0;600.0;650.0;true;2.4;1.21;true;20.51;6.88;2022-08-05;1.35;2.58
HAL;33.88;true;25;32.0;41.69;41.7;53.0;true;2.0;2.1;true;21.31;0.48;2022-09-06;1.39;2.15
HAS;65.49;true;12;73.0;89.33;87.5;113.0;true;1.8;0.81;true;21.98;2.8;2022-10-31;0.74;1.38
HBAN;14.45;true;17;11.0;14.74;14.5;17.0;true;2.6;1.13;true;12.68;0.62;2022-09-16;0.0;0.0
HCA;196.66;true;22;199.0;243.14;242.0;283.0;true;1.8;0.0;true;10.07;2.24;2022-12-13;0.98;1.38
HD;275.53;true;31;282.0;351.03;350.0;470.0;true;2.1;0.96;true;16.92;7.6;2022-08-31;0.18;1.18
HES;135.58;true;22;119.0;140.55;140.0;175.0;true;2.3;1.54;true;28.72;1.5;2022-09-16;1.51;1.68
HIG;67.19;true;17;70.0;82.35;82.0;104.0;true;2.0;0.88;true;11.07;1.54;2022-08-31;0.99;1.91
HII;249.89;true;11;173.0;252.91;250.0;315.0;true;2.7;0.62;true;17.16;4.72;2022-08-25;1.04;1.15
HLT;131.23;true;17;120.0;144.53;150.0;160.0;true;2.2;1.21;true;38.04;0.6;2022-08-25;0.77;0.89
HOLX;62.51;true;11;65.0;77.09;75.0;88.0;true;2.3;1.02;true;10.38;0.0;;3.09;3.9
HON;182.81;true;24;183.0;203.0;203.5;226.0;true;2.3;1.09;true;24.94;4.12;2022-11-09;0.83;1.2
HPE;13.47;true;19;11.5;16.32;16.0;20.0;true;2.4;1.17;true;4.81;0.48;2022-09-09;0.5;0.92
HPQ;26.79;true;16;24.0;30.24;30.0;37.0;true;3.1;0.99;true;4.78;1.0;2022-09-13;0.48;0.86
HRL;44.97;true;9;38.0;46.22;47.0;52.0;true;3.0;0.17;true;24.71;1.04;2022-10-14;1.18;2.4
HSIC;70.24;true;11;70.0;81.55;80.0;99.0;true;2.9;0.76;true;14.54;0.0;;0.73;1.83
